düzeltilmiş_hijri
tsl_dataset;;;;;;
Date;home;visitor;FT;hgoal;vgoal;result
1429-03-07;Osmanlispor FK;Galatasaray;0-1;0;1;A
1429-03-07;Kayserispor;Genclerbirligi;3-0;3;0;H
1429-03-08;Denizlispor;Gaziantepspor;2-1;2;1;H
1429-03-08;Kasimpasa;Basaksehir FK;1-0;1;0;H
1429-03-08;MKE Ankaragucu;Hacettepe Spor;2-0;2;0;H
1429-03-08;Konyaspor;Fenerbahce;1-4;1;4;A
1429-03-08;Besiktas;Trabzonspor;3-0;3;0;H
1429-03-13;Fenerbahce;Kasimpasa;3-0;3;0;H
1429-03-14;Hacettepe Spor;Manisaspor;1-0;1;0;H
1429-03-14;Basaksehir FK;Besiktas;2-1;2;1;H
1429-03-14;Gaziantepspor;Bursaspor;1-0;1;0;H
1429-03-15;Galatasaray;Denizlispor;2-1;2;1;H
1429-03-15;Genclerbirligi;Osmanlispor FK;1-3;1;3;A
1429-03-15;Caykur Rizespor;MKE Ankaragucu;0-0;0;0;D
1429-03-15;Trabzonspor;Kayserispor;2-1;2;1;H
1429-03-15;Sivasspor;Konyaspor;3-0;3;0;H
1429-03-21;Denizlispor;Genclerbirligi;3-2;3;2;H
1429-03-21;Osmanlispor FK;Trabzonspor;1-0;1;0;H
1429-03-21;Besiktas;Fenerbahce;1-2;1;2;A
1429-03-22;Kasimpasa;Sivasspor;0-4;0;4;A
1429-03-22;Kayserispor;Basaksehir FK;1-2;1;2;A
1429-03-22;Konyaspor;Hacettepe Spor;0-1;0;1;A
1429-03-22;Manisaspor;Caykur Rizespor;2-1;2;1;H
1429-03-22;Galatasaray;Gaziantepspor;0-0;0;0;D
1429-03-22;MKE Ankaragucu;Bursaspor;2-0;2;0;H
1429-03-27;Trabzonspor;Denizlispor;2-0;2;0;H
1429-03-28;Fenerbahce;Kayserispor;2-1;2;1;H
1429-03-28;Hacettepe Spor;Kasimpasa;0-1;0;1;A
1429-03-29;Gaziantepspor;MKE Ankaragucu;2-1;2;1;H
1429-03-29;Genclerbirligi;Galatasaray;0-1;0;1;A
1429-03-29;Sivasspor;Besiktas;1-2;1;2;A
1429-03-29;Caykur Rizespor;Konyaspor;2-2;2;2;D
1429-03-29;Bursaspor;Manisaspor;1-0;1;0;H
1429-03-29;Basaksehir FK;Osmanlispor FK;0-1;0;1;A
1429-04-04;Besiktas;Hacettepe Spor;0-1;0;1;A
1429-04-05;Galatasaray;Trabzonspor;1-0;1;0;H
1429-04-05;Denizlispor;Basaksehir FK;2-3;2;3;A
1429-04-05;Genclerbirligi;Gaziantepspor;2-0;2;0;H
1429-04-06;Kasimpasa;Caykur Rizespor;0-1;0;1;A
1429-04-06;Kayserispor;Sivasspor;0-1;0;1;A
1429-04-06;Konyaspor;Bursaspor;2-0;2;0;H
1429-04-06;Manisaspor;MKE Ankaragucu;1-2;1;2;A
1429-04-06;Osmanlispor FK;Fenerbahce;2-2;2;2;D
1429-04-12;Fenerbahce;Denizlispor;4-1;4;1;H
1429-04-12;Gaziantepspor;Manisaspor;1-0;1;0;H
1429-04-12;MKE Ankaragucu;Konyaspor;0-3;0;3;A
1429-04-12;Sivasspor;Osmanlispor FK;2-1;2;1;H
1429-04-12;Trabzonspor;Genclerbirligi;0-0;0;0;D
1429-04-12;Bursaspor;Kasimpasa;1-0;1;0;H
1429-04-13;Hacettepe Spor;Kayserispor;1-1;1;1;D
1429-04-13;Caykur Rizespor;Besiktas;1-2;1;2;A
1429-04-13;Basaksehir FK;Galatasaray;0-3;0;3;A
1429-04-19;Besiktas;Bursaspor;3-0;3;0;H
1429-04-19;Denizlispor;Sivasspor;1-2;1;2;A
1429-04-19;Gaziantepspor;Trabzonspor;1-1;1;1;D
1429-04-19;Genclerbirligi;Basaksehir FK;2-1;2;1;H
1429-04-19;Kasimpasa;MKE Ankaragucu;2-2;2;2;D
1429-04-19;Kayserispor;Caykur Rizespor;3-0;3;0;H
1429-04-19;Manisaspor;Konyaspor;2-0;2;0;H
1429-04-19;Osmanlispor FK;Hacettepe Spor;1-0;1;0;H
1429-04-20;Galatasaray;Fenerbahce;1-0;1;0;H
1429-04-26;Basaksehir FK;Trabzonspor;1-2;1;2;A
1429-04-26;Hacettepe Spor;Denizlispor;0-2;0;2;A
1429-04-26;Caykur Rizespor;Osmanlispor FK;0-1;0;1;A
1429-04-27;Bursaspor;Kayserispor;0-1;0;1;A
1429-04-27;Fenerbahce;Genclerbirligi;3-2;3;2;H
1429-04-27;Konyaspor;Gaziantepspor;1-1;1;1;D
1429-04-27;Manisaspor;Kasimpasa;1-2;1;2;A
1429-04-27;MKE Ankaragucu;Besiktas;0-2;0;2;A
1429-04-27;Sivasspor;Galatasaray;3-5;3;5;A
1429-05-04;Trabzonspor;Fenerbahce;2-0;2;0;H
1429-05-04;Kasimpasa;Konyaspor;2-1;2;1;H
1429-05-04;Galatasaray;Hacettepe Spor;2-0;2;0;H
1429-05-04;Genclerbirligi;Sivasspor;0-2;0;2;A
1429-05-04;Kayserispor;MKE Ankaragucu;0-2;0;2;A
1429-05-04;Gaziantepspor;Basaksehir FK;1-0;1;0;H
1429-05-04;Denizlispor;Caykur Rizespor;5-1;5;1;H
1429-05-04;Besiktas;Manisaspor;5-1;5;1;H
1429-05-04;Osmanlispor FK;Bursaspor;1-1;1;1;D
1429-08-20;Galatasaray;Denizlispor;4-1;4;1;H
1429-08-20;Basaksehir FK;Eskisehirspor;0-0;0;0;D
1429-08-20;Hacettepe Spor;Bursaspor;1-2;1;2;A
1429-08-20;Sivasspor;Kayserispor;0-0;0;0;D
1429-08-20;Gaziantepspor;Fenerbahce;1-0;1;0;H
1429-08-21;Trabzonspor;Osmanlispor FK;2-0;2;0;H
1429-08-21;Konyaspor;MKE Ankaragucu;3-2;3;2;H
1429-08-21;Antalyaspor;Besiktas;2-3;2;3;A
1429-08-21;Genclerbirligi;Kocaelispor;1-1;1;1;D
1429-08-26;MKE Ankaragucu;Trabzonspor;1-2;1;2;A
1429-08-27;Kocaelispor;Sivasspor;0-2;0;2;A
1429-08-27;Fenerbahce;Basaksehir FK;2-0;2;0;H
1429-08-27;Osmanlispor FK;Gaziantepspor;0-2;0;2;A
1429-08-28;Kayserispor;Galatasaray;0-0;0;0;D
1429-08-28;Eskisehirspor;Hacettepe Spor;0-0;0;0;D
1429-08-28;Denizlispor;Antalyaspor;3-2;3;2;H
1429-08-28;Bursaspor;Genclerbirligi;2-0;2;0;H
1429-08-29;Besiktas;Konyaspor;2-0;2;0;H
1429-09-12;Galatasaray;Antalyaspor;1-1;1;1;D
1429-09-12;Konyaspor;Denizlispor;1-1;1;1;D
1429-09-12;Kayserispor;Kocaelispor;1-0;1;0;H
1429-09-12;Hacettepe Spor;Fenerbahce;2-1;2;1;H
1429-09-13;Sivasspor;Bursaspor;3-1;3;1;H
1429-09-13;Gaziantepspor;MKE Ankaragucu;2-2;2;2;D
1429-09-13;Trabzonspor;Besiktas;0-0;0;0;D
1429-09-13;Basaksehir FK;Osmanlispor FK;1-2;1;2;A
1429-09-13;Genclerbirligi;Eskisehirspor;3-1;3;1;H
1429-09-18;Denizlispor;Trabzonspor;0-1;0;1;A
1429-09-19;Eskisehirspor;Sivasspor;2-2;2;2;D
1429-09-19;MKE Ankaragucu;Basaksehir FK;0-0;0;0;D
1429-09-19;Fenerbahce;Genclerbirligi;3-0;3;0;H
1429-09-20;Osmanlispor FK;Hacettepe Spor;4-0;4;0;H
1429-09-20;Kocaelispor;Galatasaray;1-4;1;4;A
1429-09-20;Antalyaspor;Konyaspor;0-1;0;1;A
1429-09-20;Besiktas;Gaziantepspor;3-0;3;0;H
1429-09-20;Bursaspor;Kayserispor;1-0;1;0;H
1429-09-25;Sivasspor;Fenerbahce;2-1;2;1;H
1429-09-26;Trabzonspor;Antalyaspor;3-2;3;2;H
1429-09-26;Basaksehir FK;Besiktas;1-1;1;1;D
1429-09-26;Genclerbirligi;Osmanlispor FK;1-1;1;1;D
1429-09-26;Kocaelispor;Bursaspor;2-3;2;3;A
1429-09-27;Hacettepe Spor;MKE Ankaragucu;0-1;0;1;A
1429-09-27;Kayserispor;Eskisehirspor;1-0;1;0;H
1429-09-27;Galatasaray;Konyaspor;4-1;4;1;H
1429-09-27;Gaziantepspor;Denizlispor;2-1;2;1;H
1429-10-03;Osmanlispor FK;Sivasspor;2-0;2;0;H
1429-10-03;Konyaspor;Trabzonspor;2-3;2;3;A
1429-10-03;Antalyaspor;Gaziantepspor;1-4;1;4;A
1429-10-04;Bursaspor;Galatasaray;2-1;2;1;H
1429-10-04;Eskisehirspor;Kocaelispor;2-1;2;1;H
1429-10-04;MKE Ankaragucu;Genclerbirligi;0-2;0;2;A
1429-10-04;Denizlispor;Basaksehir FK;2-1;2;1;H
1429-10-04;Fenerbahce;Kayserispor;1-4;1;4;A
1429-10-05;Besiktas;Hacettepe Spor;2-1;2;1;H
1429-10-17;Basaksehir FK;Antalyaspor;2-1;2;1;H
1429-10-17;Kocaelispor;Fenerbahce;2-3;2;3;A
1429-10-17;Bursaspor;Eskisehirspor;1-2;1;2;A
1429-10-17;Hacettepe Spor;Denizlispor;1-0;1;0;H
1429-10-18;Genclerbirligi;Besiktas;1-3;1;3;A
1429-10-18;Kayserispor;Osmanlispor FK;1-2;1;2;A
1429-10-18;Galatasaray;Trabzonspor;3-0;3;0;H
1429-10-18;Gaziantepspor;Konyaspor;0-1;0;1;A
1429-10-18;Sivasspor;MKE Ankaragucu;3-0;3;0;H
1429-10-23;Besiktas;Sivasspor;1-1;1;1;D
1429-10-24;Denizlispor;Genclerbirligi;2-2;2;2;D
1429-10-24;Fenerbahce;Bursaspor;5-2;5;2;H
1429-10-24;Osmanlispor FK;Kocaelispor;4-0;4;0;H
1429-10-25;Konyaspor;Basaksehir FK;1-2;1;2;A
1429-10-25;MKE Ankaragucu;Kayserispor;1-3;1;3;A
1429-10-25;Trabzonspor;Gaziantepspor;1-1;1;1;D
1429-10-25;Eskisehirspor;Galatasaray;4-2;4;2;H
1429-10-25;Antalyaspor;Hacettepe Spor;1-1;1;1;D
1429-11-02;Hacettepe Spor;Konyaspor;1-2;1;2;A
1429-11-02;Basaksehir FK;Trabzonspor;0-4;0;4;A
1429-11-02;Eskisehirspor;Fenerbahce;2-2;2;2;D
1429-11-03;Bursaspor;Osmanlispor FK;0-1;0;1;A
1429-11-03;Genclerbirligi;Antalyaspor;1-2;1;2;A
1429-11-03;Kocaelispor;MKE Ankaragucu;1-1;1;1;D
1429-11-03;Sivasspor;Denizlispor;3-1;3;1;H
1429-11-03;Galatasaray;Gaziantepspor;3-1;3;1;H
1429-11-03;Kayserispor;Besiktas;1-0;1;0;H
1429-11-08;Besiktas;Kocaelispor;5-2;5;2;H
1429-11-09;MKE Ankaragucu;Bursaspor;1-1;1;1;D
1429-11-09;Trabzonspor;Hacettepe Spor;1-0;1;0;H
1429-11-10;Antalyaspor;Sivasspor;2-1;2;1;H
1429-11-10;Denizlispor;Kayserispor;1-0;1;0;H
1429-11-10;Gaziantepspor;Basaksehir FK;1-4;1;4;A
1429-11-10;Konyaspor;Genclerbirligi;2-2;2;2;D
1429-11-10;Osmanlispor FK;Eskisehirspor;2-0;2;0;H
1429-11-10;Fenerbahce;Galatasaray;4-1;4;1;H
1429-11-15;Genclerbirligi;Trabzonspor;0-1;0;1;A
1429-11-16;Kocaelispor;Denizlispor;3-2;3;2;H
1429-11-16;Fenerbahce;Osmanlispor FK;2-0;2;0;H
1429-11-17;Eskisehirspor;MKE Ankaragucu;1-3;1;3;A
1429-11-17;Hacettepe Spor;Gaziantepspor;0-0;0;0;D
1429-11-17;Kayserispor;Antalyaspor;0-0;0;0;D
1429-11-17;Sivasspor;Konyaspor;1-0;1;0;H
1429-11-17;Bursaspor;Besiktas;0-0;0;0;D
1429-11-17;Galatasaray;Basaksehir FK;2-0;2;0;H
1429-11-23;Antalyaspor;Kocaelispor;0-0;0;0;D
1429-11-23;Gaziantepspor;Genclerbirligi;2-0;2;0;H
1429-11-23;MKE Ankaragucu;Fenerbahce;0-0;0;0;D
1429-11-23;Osmanlispor FK;Galatasaray;0-0;0;0;D
1429-11-24;Besiktas;Eskisehirspor;2-0;2;0;H
1429-11-24;Konyaspor;Kayserispor;0-0;0;0;D
1429-11-24;Denizlispor;Bursaspor;4-3;4;3;H
1429-11-24;Trabzonspor;Sivasspor;0-0;0;0;D
1429-11-24;Basaksehir FK;Hacettepe Spor;1-0;1;0;H
1429-11-29;Kayserispor;Trabzonspor;1-1;1;1;D
1429-11-30;Eskisehirspor;Denizlispor;4-3;4;3;H
1429-11-30;Osmanlispor FK;MKE Ankaragucu;0-1;0;1;A
1429-11-30;Sivasspor;Gaziantepspor;3-0;3;0;H
1429-11-30;Fenerbahce;Besiktas;2-1;2;1;H
1429-12-01;Bursaspor;Antalyaspor;1-1;1;1;D
1429-12-01;Genclerbirligi;Basaksehir FK;0-0;0;0;D
1429-12-01;Kocaelispor;Konyaspor;3-0;3;0;H
1429-12-01;Galatasaray;Hacettepe Spor;3-1;3;1;H
1429-12-06;Denizlispor;Fenerbahce;0-1;0;1;A
1429-12-07;Antalyaspor;Eskisehirspor;0-0;0;0;D
1429-12-07;Gaziantepspor;Kayserispor;0-0;0;0;D
1429-12-07;Hacettepe Spor;Genclerbirligi;0-3;0;3;A
1429-12-07;Besiktas;Osmanlispor FK;1-3;1;3;A
1429-12-08;Basaksehir FK;Sivasspor;0-3;0;3;A
1429-12-08;Konyaspor;Bursaspor;0-0;0;0;D
1429-12-08;Trabzonspor;Kocaelispor;2-1;2;1;H
1429-12-08;MKE Ankaragucu;Galatasaray;0-3;0;3;A
1429-12-13;Genclerbirligi;Galatasaray;1-3;1;3;A
1429-12-14;Sivasspor;Hacettepe Spor;2-1;2;1;H
1429-12-14;Bursaspor;Trabzonspor;2-1;2;1;H
1429-12-14;Besiktas;MKE Ankaragucu;1-0;1;0;H
1429-12-14;Kayserispor;Basaksehir FK;2-0;2;0;H
1429-12-15;Eskisehirspor;Konyaspor;0-0;0;0;D
1429-12-15;Kocaelispor;Gaziantepspor;2-5;2;5;A
1429-12-15;Osmanlispor FK;Denizlispor;2-0;2;0;H
1429-12-15;Fenerbahce;Antalyaspor;2-0;2;0;H
1429-12-20;Konyaspor;Fenerbahce;1-2;1;2;A
1429-12-21;Basaksehir FK;Kocaelispor;5-0;5;0;H
1429-12-21;Hacettepe Spor;Kayserispor;0-3;0;3;A
1429-12-21;Trabzonspor;Eskisehirspor;2-1;2;1;H
1429-12-22;Galatasaray;Besiktas;4-2;4;2;H
1429-12-22;Antalyaspor;Osmanlispor FK;1-1;1;1;D
1429-12-22;Gaziantepspor;Bursaspor;2-0;2;0;H
1429-12-22;Genclerbirligi;Sivasspor;1-2;1;2;A
1429-12-22;Denizlispor;MKE Ankaragucu;1-1;1;1;D
1430-01-26;Osmanlispor FK;Konyaspor;3-0;3;0;H
1430-01-27;Eskisehirspor;Gaziantepspor;1-1;1;1;D
1430-01-27;Kayserispor;Genclerbirligi;1-3;1;3;A
1430-01-27;Sivasspor;Galatasaray;2-0;2;0;H
1430-01-27;MKE Ankaragucu;Antalyaspor;0-1;0;1;A
1430-01-27;Besiktas;Denizlispor;1-0;1;0;H
1430-01-28;Bursaspor;Basaksehir FK;2-0;2;0;H
1430-01-28;Kocaelispor;Hacettepe Spor;4-0;4;0;H
1430-01-28;Fenerbahce;Trabzonspor;0-0;0;0;D
1430-02-04;Kocaelispor;Genclerbirligi;0-2;0;2;A
1430-02-04;Osmanlispor FK;Trabzonspor;0-2;0;2;A
1430-02-04;Denizlispor;Galatasaray;0-2;0;2;A
1430-02-04;Kayserispor;Sivasspor;0-0;0;0;D
1430-02-05;Bursaspor;Hacettepe Spor;0-0;0;0;D
1430-02-05;Eskisehirspor;Basaksehir FK;6-1;6;1;H
1430-02-05;MKE Ankaragucu;Konyaspor;1-3;1;3;A
1430-02-05;Fenerbahce;Gaziantepspor;1-1;1;1;D
1430-02-05;Besiktas;Antalyaspor;1-0;1;0;H
1430-02-10;Trabzonspor;MKE Ankaragucu;2-1;2;1;H
1430-02-11;Sivasspor;Kocaelispor;2-0;2;0;H
1430-02-11;Galatasaray;Kayserispor;1-1;1;1;D
1430-02-11;Hacettepe Spor;Eskisehirspor;2-2;2;2;D
1430-02-12;Antalyaspor;Denizlispor;2-1;2;1;H
1430-02-12;Gaziantepspor;Osmanlispor FK;2-0;2;0;H
1430-02-12;Genclerbirligi;Bursaspor;1-2;1;2;A
1430-02-12;Konyaspor;Besiktas;0-0;0;0;D
1430-02-12;Basaksehir FK;Fenerbahce;2-0;2;0;H
1430-02-18;Eskisehirspor;Genclerbirligi;0-0;0;0;D
1430-02-18;MKE Ankaragucu;Gaziantepspor;3-1;3;1;H
1430-02-18;Antalyaspor;Galatasaray;1-0;1;0;H
1430-02-18;Fenerbahce;Hacettepe Spor;7-0;7;0;H
1430-02-19;Besiktas;Trabzonspor;1-1;1;1;D
1430-02-19;Bursaspor;Sivasspor;1-1;1;1;D
1430-02-19;Denizlispor;Konyaspor;2-1;2;1;H
1430-02-19;Osmanlispor FK;Basaksehir FK;1-2;1;2;A
1430-02-19;Kocaelispor;Kayserispor;1-2;1;2;A
1430-02-24;Gaziantepspor;Besiktas;0-3;0;3;A
1430-02-25;Basaksehir FK;MKE Ankaragucu;1-2;1;2;A
1430-02-25;Kayserispor;Bursaspor;0-0;0;0;D
1430-02-25;Konyaspor;Antalyaspor;2-0;2;0;H
1430-02-25;Trabzonspor;Denizlispor;0-2;0;2;A
1430-02-25;Genclerbirligi;Fenerbahce;1-0;1;0;H
1430-02-26;Hacettepe Spor;Osmanlispor FK;3-1;3;1;H
1430-02-26;Sivasspor;Eskisehirspor;1-0;1;0;H
1430-02-26;Galatasaray;Kocaelispor;2-5;2;5;A
1430-03-02;Besiktas;Basaksehir FK;2-1;2;1;H
1430-03-03;Denizlispor;Gaziantepspor;2-0;2;0;H
1430-03-03;Osmanlispor FK;Genclerbirligi;0-0;0;0;D
1430-03-03;Fenerbahce;Sivasspor;4-2;4;2;H
1430-03-03;Eskisehirspor;Kayserispor;1-0;1;0;H
1430-03-04;Bursaspor;Kocaelispor;1-1;1;1;D
1430-03-04;MKE Ankaragucu;Hacettepe Spor;1-0;1;0;H
1430-03-04;Antalyaspor;Trabzonspor;0-1;0;1;A
1430-03-04;Konyaspor;Galatasaray;0-1;0;1;A
1430-03-09;Galatasaray;Bursaspor;2-1;2;1;H
1430-03-10;Gaziantepspor;Antalyaspor;1-1;1;1;D
1430-03-10;Trabzonspor;Konyaspor;0-1;0;1;A
1430-03-10;Hacettepe Spor;Besiktas;2-3;2;3;A
1430-03-10;Basaksehir FK;Denizlispor;0-2;0;2;A
1430-03-11;Sivasspor;Osmanlispor FK;1-1;1;1;D
1430-03-11;Kayserispor;Fenerbahce;0-2;0;2;A
1430-03-11;Kocaelispor;Eskisehirspor;1-0;1;0;H
1430-03-11;Genclerbirligi;MKE Ankaragucu;2-0;2;0;H
1430-03-16;Fenerbahce;Kocaelispor;1-1;1;1;D
1430-03-17;Antalyaspor;Basaksehir FK;1-0;1;0;H
1430-03-17;Konyaspor;Gaziantepspor;2-3;2;3;A
1430-03-17;MKE Ankaragucu;Sivasspor;0-2;0;2;A
1430-03-17;Besiktas;Genclerbirligi;3-0;3;0;H
1430-03-18;Eskisehirspor;Bursaspor;1-2;1;2;A
1430-03-18;Osmanlispor FK;Kayserispor;2-2;2;2;D
1430-03-18;Trabzonspor;Galatasaray;2-2;2;2;D
1430-03-18;Denizlispor;Hacettepe Spor;0-0;0;0;D
1430-03-23;Bursaspor;Fenerbahce;2-1;2;1;H
1430-03-24;Hacettepe Spor;Antalyaspor;1-2;1;2;A
1430-03-24;Kayserispor;MKE Ankaragucu;2-0;2;0;H
1430-03-24;Kocaelispor;Osmanlispor FK;3-1;3;1;H
1430-03-24;Gaziantepspor;Trabzonspor;3-2;3;2;H
1430-03-24;Sivasspor;Besiktas;1-1;1;1;D
1430-03-24;Basaksehir FK;Konyaspor;2-0;2;0;H
1430-03-25;Genclerbirligi;Denizlispor;0-0;0;0;D
1430-03-25;Galatasaray;Eskisehirspor;0-1;0;1;A
1430-04-08;Konyaspor;Hacettepe Spor;2-0;2;0;H
1430-04-08;Osmanlispor FK;Bursaspor;0-2;0;2;A
1430-04-08;Denizlispor;Sivasspor;0-2;0;2;A
1430-04-08;Besiktas;Kayserispor;1-0;1;0;H
1430-04-09;Antalyaspor;Genclerbirligi;4-2;4;2;H
1430-04-09;MKE Ankaragucu;Kocaelispor;4-0;4;0;H
1430-04-09;Trabzonspor;Basaksehir FK;0-0;0;0;D
1430-04-09;Fenerbahce;Eskisehirspor;2-1;2;1;H
1430-04-10;Gaziantepspor;Galatasaray;0-1;0;1;A
1430-04-14;Kocaelispor;Besiktas;1-3;1;3;A
1430-04-15;Bursaspor;MKE Ankaragucu;2-0;2;0;H
1430-04-15;Basaksehir FK;Gaziantepspor;1-1;1;1;D
1430-04-15;Sivasspor;Antalyaspor;1-0;1;0;H
1430-04-15;Hacettepe Spor;Trabzonspor;1-4;1;4;A
1430-04-16;Eskisehirspor;Osmanlispor FK;2-0;2;0;H
1430-04-16;Genclerbirligi;Konyaspor;1-0;1;0;H
1430-04-16;Kayserispor;Denizlispor;2-0;2;0;H
1430-04-16;Galatasaray;Fenerbahce;0-0;0;0;D
1430-04-21;Trabzonspor;Genclerbirligi;2-0;2;0;H
1430-04-22;Konyaspor;Sivasspor;0-0;0;0;D
1430-04-22;Osmanlispor FK;Fenerbahce;1-0;1;0;H
1430-04-23;Antalyaspor;Kayserispor;2-1;2;1;H
1430-04-23;Denizlispor;Kocaelispor;2-1;2;1;H
1430-04-23;Gaziantepspor;Hacettepe Spor;0-0;0;0;D
1430-04-23;MKE Ankaragucu;Eskisehirspor;3-2;3;2;H
1430-04-23;Basaksehir FK;Galatasaray;0-1;0;1;A
1430-04-23;Besiktas;Bursaspor;0-0;0;0;D
1430-04-29;Hacettepe Spor;Basaksehir FK;2-1;2;1;H
1430-04-29;Sivasspor;Trabzonspor;3-0;3;0;H
1430-04-29;Fenerbahce;MKE Ankaragucu;1-2;1;2;A
1430-05-01;Kayserispor;Konyaspor;1-1;1;1;D
1430-05-01;Genclerbirligi;Gaziantepspor;1-0;1;0;H
1430-05-01;Bursaspor;Denizlispor;2-0;2;0;H
1430-05-01;Eskisehirspor;Besiktas;0-2;0;2;A
1430-05-01;Galatasaray;Osmanlispor FK;1-1;1;1;D
1430-05-01;Kocaelispor;Antalyaspor;1-0;1;0;H
1430-05-06;Hacettepe Spor;Galatasaray;2-0;2;0;H
1430-05-07;Trabzonspor;Kayserispor;4-1;4;1;H
1430-05-08;Antalyaspor;Bursaspor;2-3;2;3;A
1430-05-08;Basaksehir FK;Genclerbirligi;3-1;3;1;H
1430-05-08;Denizlispor;Eskisehirspor;3-2;3;2;H
1430-05-08;Gaziantepspor;Sivasspor;2-1;2;1;H
1430-05-08;Konyaspor;Kocaelispor;2-0;2;0;H
1430-05-08;MKE Ankaragucu;Osmanlispor FK;1-0;1;0;H
1430-05-08;Besiktas;Fenerbahce;1-2;1;2;A
1430-05-14;Eskisehirspor;Antalyaspor;2-0;2;0;H
1430-05-14;Bursaspor;Konyaspor;3-0;3;0;H
1430-05-14;Fenerbahce;Denizlispor;1-0;1;0;H
1430-05-14;Galatasaray;MKE Ankaragucu;1-0;1;0;H
1430-05-14;Genclerbirligi;Hacettepe Spor;3-1;3;1;H
1430-05-14;Kocaelispor;Trabzonspor;1-3;1;3;A
1430-05-14;Osmanlispor FK;Besiktas;1-4;1;4;A
1430-05-14;Sivasspor;Basaksehir FK;1-2;1;2;A
1430-05-15;Kayserispor;Gaziantepspor;3-0;3;0;H
1430-05-21;Hacettepe Spor;Sivasspor;1-2;1;2;A
1430-05-22;Basaksehir FK;Kayserispor;1-0;1;0;H
1430-05-22;Denizlispor;Osmanlispor FK;2-0;2;0;H
1430-05-22;Galatasaray;Genclerbirligi;2-1;2;1;H
1430-05-22;Antalyaspor;Fenerbahce;1-1;1;1;D
1430-05-22;Konyaspor;Eskisehirspor;1-2;1;2;A
1430-05-22;MKE Ankaragucu;Besiktas;1-3;1;3;A
1430-05-22;Gaziantepspor;Kocaelispor;5-2;5;2;H
1430-05-22;Trabzonspor;Bursaspor;1-0;1;0;H
1430-05-28;Kayserispor;Hacettepe Spor;1-0;1;0;H
1430-05-29;Besiktas;Galatasaray;2-1;2;1;H
1430-05-29;Bursaspor;Gaziantepspor;2-2;2;2;D
1430-05-29;Eskisehirspor;Trabzonspor;2-5;2;5;A
1430-05-29;Fenerbahce;Konyaspor;4-2;4;2;H
1430-05-29;Kocaelispor;Basaksehir FK;2-3;2;3;A
1430-05-29;MKE Ankaragucu;Denizlispor;3-0;3;0;H
1430-05-29;Osmanlispor FK;Antalyaspor;0-0;0;0;D
1430-05-29;Sivasspor;Genclerbirligi;3-2;3;2;H
1430-06-04;Gaziantepspor;Eskisehirspor;1-1;1;1;D
1430-06-04;Hacettepe Spor;Kocaelispor;0-4;0;4;A
1430-06-05;Antalyaspor;MKE Ankaragucu;1-0;1;0;H
1430-06-05;Basaksehir FK;Bursaspor;0-1;0;1;A
1430-06-05;Denizlispor;Besiktas;1-2;1;2;A
1430-06-05;Galatasaray;Sivasspor;2-1;2;1;H
1430-06-05;Genclerbirligi;Kayserispor;0-4;0;4;A
1430-06-05;Konyaspor;Osmanlispor FK;3-0;3;0;H
1430-06-05;Trabzonspor;Fenerbahce;1-2;1;2;A
1430-08-15;Basaksehir FK;Besiktas;1-1;1;1;D
1430-08-16;Antalyaspor;Osmanlispor FK;3-0;3;0;H
1430-08-16;Diyarbakirspor;MKE Ankaragucu;2-2;2;2;D
1430-08-16;Sivasspor;Trabzonspor;1-2;1;2;A
1430-08-17;Bursaspor;Kasimpasa;2-1;2;1;H
1430-08-17;Genclerbirligi;Kayserispor;0-0;0;0;D
1430-08-17;Manisaspor;Eskisehirspor;0-0;0;0;D
1430-08-17;Denizlispor;Fenerbahce;0-2;0;2;A
1430-08-17;Gaziantepspor;Galatasaray;2-3;2;3;A
1430-08-23;Trabzonspor;Diyarbakirspor;1-2;1;2;A
1430-08-23;MKE Ankaragucu;Manisaspor;1-1;1;1;D
1430-08-23;Galatasaray;Denizlispor;4-1;4;1;H
1430-08-24;Kasimpasa;Basaksehir FK;1-3;1;3;A
1430-08-24;Osmanlispor FK;Genclerbirligi;0-3;0;3;A
1430-08-24;Kayserispor;Gaziantepspor;1-1;1;1;D
1430-08-24;Fenerbahce;Sivasspor;3-0;3;0;H
1430-08-24;Eskisehirspor;Bursaspor;3-2;3;2;H
1430-08-25;Besiktas;Antalyaspor;2-0;2;0;H
1430-09-01;Genclerbirligi;Besiktas;0-0;0;0;D
1430-09-01;Bursaspor;MKE Ankaragucu;1-0;1;0;H
1430-09-01;Basaksehir FK;Eskisehirspor;0-0;0;0;D
1430-09-02;Manisaspor;Trabzonspor;1-0;1;0;H
1430-09-02;Antalyaspor;Kasimpasa;2-0;2;0;H
1430-09-02;Galatasaray;Kayserispor;4-1;4;1;H
1430-09-02;Gaziantepspor;Osmanlispor FK;3-0;3;0;H
1430-09-03;Diyarbakirspor;Fenerbahce;1-3;1;3;A
1430-09-07;Besiktas;Gaziantepspor;0-0;0;0;D
1430-09-08;MKE Ankaragucu;Basaksehir FK;2-2;2;2;D
1430-09-08;Kayserispor;Denizlispor;3-0;3;0;H
1430-09-08;Eskisehirspor;Antalyaspor;2-1;2;1;H
1430-09-09;Sivasspor;Diyarbakirspor;0-2;0;2;A
1430-09-09;Kasimpasa;Genclerbirligi;0-4;0;4;A
1430-09-09;Trabzonspor;Bursaspor;1-1;1;1;D
